homeOdd,drawOdd,awayOdd,result,date,league,homeTeam,awayTeam,homeGoals,awayGoals
3.65,3.13,5.06,2,2019-10-24,ENG PL,Manchester City,Liverpool,3,4
4.19,3.12,5.03,2,2015-05-11,GER Bundesliga,PSG,Juventus,0,2
1.3,3.15,1.88,1,2017-11-07,GER Bundesliga,Real Madrid,Bayern,3,0
1.87,3.45,3.75,2,2015-01-03,GER Bundesliga,Bayern,Milan,1,2
1.68,3.21,2.91,2,2021-07-04,ENG PL,Real Madrid,Chelsea,4,5
2.94,2.66,5.12,1,2013-06-17,GER Bundesliga,Barcelona,Liverpool,1,0
2.48,3.97,4.89,1,2015-06-08,SPA LaLiga,Liverpool,Chelsea,5,1
4.07,3.11,4.22,2,2012-06-23,GER Bundesliga,Manchester City,Inter,0,2
2.54,4.17,3.55,2,2011-05-21,SPA LaLiga,Real Madrid,Manchester City,0,1
2.38,4.48,1.95,2,2020-12-26,GER Bundesliga,Juventus,PSG,0,1
1.79,5.44,3.13,X,2011-08-08,GER Bundesliga,Inter,Bayern,1,1
2.02,3.04,4.72,1,2022-09-21,GER Bundesliga,Inter,Juventus,4,3
2.09,3.48,2.57,2,2014-04-03,ITA Serie A,Inter,Juventus,2,3
3.09,5.17,5.32,1,2012-07-18,ITA Serie A,Chelsea,Real Madrid,4,1
1.67,4.62,4.74,2,2011-08-08,ENG PL,Chelsea,Liverpool,3,4
2.93,5.38,1.82,2,2014-12-19,ITA Serie A,Barcelona,Juventus,1,4
3.3,3.52,5.83,1,2011-09-16,GER Bundesliga,Inter,Bayern,3,2
1.67,3.86,3.4,2,2018-03-22,ENG PL,PSG,Inter,0,3
3.69,4.04,4.17,2,2022-08-14,FRA Ligue 1,Chelsea,Bayern,1,2
1.9,3.17,1.63,2,2010-05-24,FRA Ligue 1,Liverpool,Inter,0,2
3.8,5.44,4.31,1,2017-07-26,SPA LaLiga,Milan,Liverpool,4,1
4.94,3.9,4.49,1,2020-07-09,FRA Ligue 1,Bayern,Barcelona,4,3
4.67,4.56,4.21,2,2022-06-30,ENG PL,Juventus,Bayern,1,5
3.28,4.2,3.25,X,2017-07-12,FRA Ligue 1,Liverpool,Chelsea,0,0
3.56,3.57,3.87,2,2017-06-03,ENG PL,Real Madrid,Juventus,1,3
1.58,3.67,3.7,1,2020-08-03,ITA Serie A,Milan,Liverpool,2,1
3.98,4.67,2.35,2,2021-12-29,ITA Serie A,PSG,Inter,3,5
3.46,4.66,1.66,1,2016-02-15,GER Bundesliga,Chelsea,Liverpool,5,0
1.69,5.49,5.02,1,2021-06-11,ITA Serie A,Real Madrid,Liverpool,2,1
3.45,3.97,3.55,2,2015-12-07,FRA Ligue 1,Milan,PSG,2,4
3.7,4.46,1.8,1,2019-01-25,SPA LaLiga,Inter,Juventus,5,3
2.46,3.5,4.41,1,2022-10-08,FRA Ligue 1,Barcelona,Inter,5,1
3.44,2.6,4.15,1,2020-12-29,FRA Ligue 1,Milan,PSG,1,0
3.75,2.83,2.56,X,2024-08-31,ITA Serie A,Real Madrid,PSG,2,2
3.69,2.77,2.09,2,2022-10-25,FRA Ligue 1,Chelsea,Manchester City,1,4
3.44,3.09,5.14,2,2017-02-15,SPA LaLiga,Real Madrid,Manchester City,1,4
2.09,5.13,2.85,1,2021-10-04,ITA Serie A,Chelsea,Real Madrid,5,4
4.3,2.64,2.43,2,2015-09-18,ENG PL,Real Madrid,Juventus,2,4
3.07,2.98,3.31,2,2016-09-18,FRA Ligue 1,Juventus,Liverpool,4,5
2.88,4.07,4.36,1,2018-10-14,ITA Serie A,Real Madrid,Bayern,1,0
3.92,4.67,2.62,1,2016-11-05,GER Bundesliga,Liverpool,Juventus,3,2
3.34,4.82,3.32,2,2014-01-01,SPA LaLiga,Milan,PSG,0,1
3.64,4.11,2.17,1,2012-07-25,ENG PL,Bayern,Milan,5,0
2.23,3.37,2.69,1,2024-10-04,ITA Serie A,Barcelona,Milan,5,2
3.08,3.0,1.87,X,2023-05-18,ENG PL,Inter,Liverpool,1,1
3.06,2.74,5.92,1,2012-07-24,FRA Ligue 1,Liverpool,Barcelona,5,4
3.5,5.18,2.02,2,2023-02-13,ENG PL,Manchester City,PSG,2,4
2.75,2.57,3.17,X,2016-10-27,FRA Ligue 1,Manchester City,Bayern,3,3
2.71,3.68,3.43,1,2016-08-05,FRA Ligue 1,Juventus,Inter,3,0
4.7,5.11,1.91,1,2013-02-26,SPA LaLiga,Inter,Real Madrid,3,0
2.12,5.05,3.67,2,2011-03-07,ENG PL,Bayern,Liverpool,0,5
4.37,5.35,4.3,2,2023-05-28,SPA LaLiga,Juventus,Manchester City,3,5
4.54,3.05,2.14,2,2023-07-29,GER Bundesliga,Bayern,Milan,2,4
4.37,4.97,4.42,1,2013-10-03,SPA LaLiga,Liverpool,Bayern,5,1
4.02,2.78,3.25,2,2012-01-14,SPA LaLiga,Bayern,Inter,0,5
4.27,2.65,5.77,2,2015-10-08,FRA Ligue 1,Liverpool,Milan,2,3
1.21,4.77,4.93,1,2012-09-08,GER Bundesliga,Chelsea,Liverpool,4,2
4.24,4.37,5.11,1,2021-12-08,GER Bundesliga,Real Madrid,Barcelona,2,0
2.21,4.56,1.92,2,2016-06-23,ENG PL,Milan,Juventus,0,3
4.26,3.28,4.81,1,2014-04-19,GER Bundesliga,Manchester City,Milan,4,0
4.3,5.11,4.74,2,2011-06-05,GER Bundesliga,Manchester City,Milan,3,4
4.13,3.72,5.45,1,2018-12-05,FRA Ligue 1,Manchester City,Liverpool,3,2
4.65,3.55,4.69,X,2022-08-23,SPA LaLiga,Liverpool,Real Madrid,0,0
3.99,3.18,3.84,1,2020-11-06,FRA Ligue 1,PSG,Milan,3,1
4.15,4.3,5.95,2,2012-06-28,ITA Serie A,Barcelona,PSG,4,5
2.3,3.47,3.33,2,2014-06-23,GER Bundesliga,Barcelona,Liverpool,0,4
3.13,2.57,3.43,X,2011-06-09,ITA Serie A,Manchester City,Inter,0,0
2.58,4.16,2.44,1,2012-05-17,GER Bundesliga,PSG,Juventus,5,0
3.42,5.17,5.7,2,2014-06-17,SPA LaLiga,Manchester City,Inter,1,2
3.06,5.25,3.38,X,2018-05-04,ITA Serie A,Milan,Real Madrid,2,2
2.5,4.53,5.2,2,2016-11-17,FRA Ligue 1,Milan,Inter,3,5
2.53,4.5,4.52,2,2017-05-28,SPA LaLiga,Inter,Barcelona,1,2
4.99,2.91,1.92,2,2014-11-13,ITA Serie A,Bayern,Milan,0,1
2.9,3.79,1.61,1,2022-12-24,ITA Serie A,Milan,Liverpool,2,1
1.26,2.7,4.29,1,2015-08-28,GER Bundesliga,Real Madrid,Bayern,4,2
3.28,3.62,5.01,1,2012-07-21,GER Bundesliga,Liverpool,Bayern,4,2
1.28,5.47,5.9,2,2014-04-26,GER Bundesliga,Juventus,Inter,0,5
2.24,3.65,4.57,2,2019-07-06,SPA LaLiga,Milan,Liverpool,3,4
1.28,3.47,3.6,1,2024-11-17,SPA LaLiga,PSG,Liverpool,4,3
1.5,3.06,3.45,X,2014-11-06,SPA LaLiga,Barcelona,Bayern,2,2
4.92,4.21,3.08,2,2015-05-14,ENG PL,Inter,Milan,1,2
2.57,5.28,1.69,2,2021-06-11,GER Bundesliga,Barcelona,Chelsea,0,1
4.35,4.48,2.07,2,2022-12-03,ENG PL,Juventus,Milan,3,5
3.48,4.01,1.83,2,2017-08-27,FRA Ligue 1,Inter,Milan,0,1
1.39,3.34,2.78,1,2022-12-03,ITA Serie A,Real Madrid,Barcelona,5,0
4.64,2.71,3.24,2,2023-07-20,ITA Serie A,Inter,Barcelona,1,2
2.06,5.11,4.96,2,2018-01-14,ITA Serie A,Liverpool,Barcelona,0,4
4.21,5.47,3.79,X,2019-01-27,ENG PL,Inter,Liverpool,2,2
2.35,4.42,5.57,1,2010-05-23,ENG PL,Chelsea,Liverpool,4,2
4.8,2.77,5.53,2,2010-01-19,ITA Serie A,Bayern,Inter,1,4
1.47,3.36,2.94,X,2016-11-23,ENG PL,Inter,Bayern,0,0
4.14,3.47,5.57,1,2015-05-04,ENG PL,Manchester City,Bayern,4,2
1.49,2.87,5.35,X,2015-05-07,ENG PL,Manchester City,Liverpool,2,2
4.25,3.43,4.14,2,2017-08-11,GER Bundesliga,Chelsea,PSG,1,5
4.99,2.78,1.99,2,2024-12-22,ENG PL,Liverpool,Juventus,0,3
1.51,4.63,2.02,2,2021-04-17,ENG PL,Barcelona,Juventus,1,4
2.06,3.58,4.98,2,2022-06-14,ITA Serie A,Chelsea,Liverpool,2,3
2.64,3.99,4.13,2,2020-05-05,GER Bundesliga,Real Madrid,Inter,0,1
4.13,2.53,4.34,1,2019-02-11,GER Bundesliga,Liverpool,PSG,2,0
4.04,5.09,4.08,X,2022-01-19,ENG PL,Manchester City,Liverpool,1,1
1.66,4.79,4.73,X,2011-10-01,FRA Ligue 1,Milan,Liverpool,1,1
3.31,2.65,3.65,X,2014-04-05,ENG PL,Inter,Bayern,5,5
4.52,4.1,5.96,2,2018-02-28,ITA Serie A,Manchester City,Barcelona,0,5
3.73,5.37,2.38,2,2022-10-10,GER Bundesliga,Real Madrid,Manchester City,1,5
4.23,3.51,1.88,1,2023-05-06,FRA Ligue 1,Juventus,Manchester City,5,3
3.41,4.98,1.78,2,2017-05-01,FRA Ligue 1,Bayern,Real Madrid,0,5
2.53,3.86,3.89,1,2012-01-20,ITA Serie A,Manchester City,Chelsea,2,1
4.4,5.27,5.93,2,2014-07-14,FRA Ligue 1,Manchester City,PSG,3,5
2.82,2.99,4.74,X,2021-03-09,SPA LaLiga,Inter,Manchester City,0,0
2.85,3.87,3.43,1,2022-04-14,GER Bundesliga,Real Madrid,Manchester City,3,0
1.5,4.0,2.85,X,2023-12-31,ENG PL,PSG,Inter,4,4
4.66,4.8,4.24,1,2015-02-14,GER Bundesliga,PSG,Bayern,4,3
3.53,3.31,2.15,2,2016-04-13,GER Bundesliga,Bayern,Manchester City,1,2
1.36,5.13,4.2,2,2024-01-17,GER Bundesliga,Manchester City,Bayern,0,4
4.88,3.42,5.46,2,2020-12-24,SPA LaLiga,Manchester City,Inter,1,5
2.61,2.78,5.18,X,2017-11-09,ENG PL,Bayern,PSG,0,0
2.39,4.79,2.42,1,2019-06-08,SPA LaLiga,Milan,Real Madrid,5,3
2.66,2.77,3.05,2,2023-11-30,GER Bundesliga,Bayern,Milan,2,4
3.67,5.05,3.55,1,2014-06-15,FRA Ligue 1,Bayern,Chelsea,5,1
4.64,3.11,1.84,2,2014-06-03,ENG PL,Real Madrid,Manchester City,3,4
2.28,3.64,1.65,2,2014-07-16,SPA LaLiga,Inter,Chelsea,0,4
4.43,5.41,1.97,2,2016-07-13,SPA LaLiga,Manchester City,Liverpool,3,4
1.68,4.42,2.58,1,2012-05-27,FRA Ligue 1,Chelsea,Inter,3,1
1.37,4.51,5.66,X,2022-10-01,FRA Ligue 1,Barcelona,PSG,2,2
3.45,3.84,2.81,1,2012-04-16,ITA Serie A,Chelsea,Real Madrid,5,1
2.65,5.48,2.82,2,2018-02-14,FRA Ligue 1,Bayern,Chelsea,1,5
4.88,3.38,5.49,1,2023-08-01,ENG PL,Manchester City,Juventus,2,1
4.06,2.95,4.92,1,2024-07-05,SPA LaLiga,Milan,Juventus,2,0
4.67,4.86,2.67,1,2022-03-02,GER Bundesliga,Milan,PSG,4,3
2.3,2.85,2.36,2,2012-01-14,SPA LaLiga,Juventus,Chelsea,3,5
3.47,5.41,1.88,1,2015-10-17,SPA LaLiga,Inter,Juventus,5,2
4.14,5.44,3.17,X,2020-03-07,SPA LaLiga,Bayern,Milan,3,3
2.25,3.69,3.34,1,2016-08-17,ITA Serie A,PSG,Manchester City,4,3
3.87,3.54,5.94,1,2015-08-04,ENG PL,Real Madrid,Bayern,4,0
3.54,3.28,5.56,2,2014-04-02,SPA LaLiga,PSG,Bayern,1,2
3.2,3.0,1.59,1,2022-12-04,ITA Serie A,Chelsea,Manchester City,5,1
4.11,5.41,4.69,2,2011-03-21,FRA Ligue 1,PSG,Inter,1,3
4.43,4.2,5.1,1,2014-08-14,FRA Ligue 1,Milan,Manchester City,4,2
1.95,4.88,4.88,X,2024-10-31,ITA Serie A,PSG,Milan,1,1
3.88,4.49,4.12,2,2010-07-03,ITA Serie A,Juventus,Barcelona,0,5
2.35,2.68,4.86,2,2017-01-31,SPA LaLiga,Juventus,Liverpool,0,3
4.79,2.63,3.09,1,2016-04-14,ENG PL,Barcelona,Chelsea,4,3
4.35,3.5,3.26,1,2012-01-08,ITA Serie A,Juventus,PSG,4,1
2.24,3.32,3.95,2,2014-07-25,FRA Ligue 1,Real Madrid,Barcelona,0,4
4.55,2.92,2.33,2,2023-02-13,FRA Ligue 1,PSG,Manchester City,2,3
3.79,5.17,5.16,2,2016-02-19,ENG PL,Milan,Bayern,1,2
3.56,3.23,5.58,1,2023-03-02,GER Bundesliga,Milan,Real Madrid,4,1
3.94,2.66,5.42,2,2022-05-12,ENG PL,Milan,Bayern,0,3
3.51,4.91,3.4,1,2011-11-24,GER Bundesliga,Barcelona,PSG,5,3
2.75,4.52,2.34,1,2014-03-02,GER Bundesliga,Chelsea,Juventus,2,1
4.23,2.69,2.68,1,2016-06-22,SPA LaLiga,Juventus,Inter,5,3
3.91,3.24,5.01,2,2024-10-01,SPA LaLiga,Liverpool,PSG,0,2
1.21,4.84,3.81,1,2018-02-10,SPA LaLiga,Real Madrid,Manchester City,2,0
4.25,2.65,5.75,1,2020-09-14,ITA Serie A,Juventus,Manchester City,5,2
2.19,4.8,2.6,2,2014-12-28,FRA Ligue 1,Juventus,Bayern,3,4
4.19,3.71,1.61,1,2024-09-12,SPA LaLiga,Milan,Chelsea,4,3
4.96,4.03,1.91,1,2022-11-24,GER Bundesliga,Milan,Bayern,5,2
4.28,4.34,5.44,1,2020-04-13,ENG PL,Inter,PSG,4,2
4.55,5.15,1.63,2,2024-06-04,ENG PL,Juventus,PSG,3,5
4.41,5.25,2.32,1,2024-07-24,ITA Serie A,Manchester City,Milan,5,2
3.88,2.53,5.95,X,2013-12-07,GER Bundesliga,Inter,Liverpool,3,3
2.45,3.55,3.67,2,2018-05-21,ITA Serie A,Bayern,Barcelona,3,4
1.7,4.78,3.88,2,2021-12-19,ITA Serie A,Barcelona,Bayern,0,5
1.85,3.75,2.27,2,2021-09-01,SPA LaLiga,Juventus,Inter,3,5
3.37,2.63,5.87,1,2017-07-28,FRA Ligue 1,Real Madrid,Inter,2,0
2.59,2.55,3.45,2,2024-05-28,GER Bundesliga,Liverpool,Manchester City,3,5
4.44,4.52,2.7,1,2017-02-08,SPA LaLiga,Barcelona,Milan,5,1
4.92,5.3,5.8,1,2024-01-22,GER Bundesliga,Chelsea,PSG,5,4
1.33,3.32,2.51,1,2024-05-12,GER Bundesliga,Manchester City,Liverpool,3,2
3.56,4.72,5.84,2,2011-01-02,GER Bundesliga,Inter,Bayern,0,1
4.34,3.07,4.5,1,2013-06-02,FRA Ligue 1,Real Madrid,Milan,4,2
3.79,4.07,5.3,X,2010-12-13,ENG PL,Real Madrid,Manchester City,4,4
3.76,3.58,4.8,X,2020-09-11,ITA Serie A,PSG,Milan,2,2
2.43,3.71,1.56,2,2015-10-08,SPA LaLiga,Juventus,Bayern,3,5
4.44,3.83,3.56,X,2013-09-18,SPA LaLiga,Milan,Manchester City,4,4
3.0,3.99,4.06,2,2012-10-30,ENG PL,Manchester City,Inter,1,4
3.46,4.39,4.03,2,2021-07-27,ITA Serie A,Barcelona,Liverpool,1,4
4.96,4.43,5.84,2,2010-12-20,ITA Serie A,Barcelona,Bayern,1,2
4.24,3.6,3.12,1,2014-07-08,ENG PL,Chelsea,Real Madrid,5,3
1.64,3.0,3.93,X,2024-02-08,GER Bundesliga,PSG,Chelsea,1,1
2.91,5.03,4.64,2,2023-09-19,GER Bundesliga,Real Madrid,PSG,3,5
1.34,4.48,3.87,1,2015-11-01,SPA LaLiga,Liverpool,Milan,2,1
3.11,5.08,5.49,2,2022-12-08,SPA LaLiga,Inter,Bayern,0,2
3.04,4.69,4.76,1,2021-04-18,FRA Ligue 1,Manchester City,Liverpool,3,1
3.67,3.42,4.31,2,2016-09-10,ENG PL,Milan,Manchester City,0,2
4.59,4.16,2.11,1,2014-09-06,ENG PL,Real Madrid,Liverpool,4,0
3.28,5.02,2.82,2,2023-02-25,ITA Serie A,PSG,Bayern,1,5
2.07,4.67,2.29,X,2012-01-17,ITA Serie A,Barcelona,Manchester City,2,2
2.39,4.02,3.68,2,2015-04-27,SPA LaLiga,Bayern,PSG,1,2
3.76,3.41,3.74,X,2011-07-15,ENG PL,Liverpool,Real Madrid,2,2
3.87,4.12,4.52,2,2022-04-04,SPA LaLiga,Milan,Inter,0,4
2.35,4.06,5.75,X,2011-05-31,SPA LaLiga,Real Madrid,Juventus,3,3
4.74,4.36,5.7,2,2011-09-05,ITA Serie A,PSG,Real Madrid,2,5
2.91,2.53,3.0,X,2019-11-12,ITA Serie A,Liverpool,PSG,0,0
1.95,4.72,5.39,2,2019-08-31,GER Bundesliga,Bayern,Manchester City,0,4
4.76,3.13,5.26,1,2022-11-01,ENG PL,PSG,Manchester City,3,1
4.73,2.68,2.99,1,2016-11-24,FRA Ligue 1,Inter,Bayern,5,2
4.44,5.45,4.61,1,2015-06-24,FRA Ligue 1,PSG,Juventus,4,3
4.13,5.45,3.15,2,2022-06-23,SPA LaLiga,Inter,Milan,0,4
4.98,4.22,5.19,X,2011-12-20,SPA LaLiga,Barcelona,Manchester City,0,0
2.64,2.64,2.85,X,2015-11-29,FRA Ligue 1,Real Madrid,Liverpool,0,0
2.66,3.26,1.86,1,2020-11-27,FRA Ligue 1,Liverpool,Manchester City,4,2
1.24,3.82,2.84,X,2012-12-11,ITA Serie A,Chelsea,Bayern,3,3
2.37,2.76,4.25,X,2017-03-25,ITA Serie A,Barcelona,Juventus,2,2
1.73,4.31,2.19,1,2023-01-26,GER Bundesliga,PSG,Real Madrid,1,0
4.89,3.72,1.63,1,2012-07-19,GER Bundesliga,Inter,Liverpool,5,2
2.5,4.78,2.26,2,2024-12-11,ENG PL,Bayern,Real Madrid,2,3
2.46,3.52,2.87,2,2023-07-20,SPA LaLiga,Milan,Inter,0,1
2.06,3.43,3.27,2,2014-04-08,ENG PL,Barcelona,Manchester City,0,3
4.45,4.96,3.15,1,2024-04-19,SPA LaLiga,Real Madrid,Milan,5,1
3.25,4.62,3.76,1,2019-10-24,ITA Serie A,Milan,Manchester City,4,2
3.38,3.41,2.2,1,2020-08-16,ENG PL,Liverpool,Bayern,5,3
1.59,5.21,4.33,2,2018-10-29,ENG PL,Chelsea,Real Madrid,1,3
1.77,4.83,4.08,1,2022-05-29,SPA LaLiga,Inter,Bayern,2,1
2.74,3.04,1.58,1,2017-07-27,FRA Ligue 1,Chelsea,Liverpool,3,1
1.41,4.59,2.24,1,2014-04-12,SPA LaLiga,Juventus,Real Madrid,2,1
2.51,3.9,4.29,1,2017-07-29,GER Bundesliga,Inter,Chelsea,5,4
1.26,2.75,3.2,1,2021-05-17,GER Bundesliga,Chelsea,Liverpool,5,4
3.95,3.26,5.67,X,2011-05-30,ITA Serie A,Chelsea,Milan,1,1
1.67,3.0,4.09,1,2024-05-23,ENG PL,Liverpool,PSG,4,0
4.99,4.26,3.19,1,2012-07-04,ITA Serie A,PSG,Inter,4,0
2.38,3.54,2.35,1,2015-05-11,ITA Serie A,Chelsea,Milan,4,0
4.5,3.86,2.14,X,2022-07-20,ITA Serie A,Juventus,Milan,2,2
2.01,4.39,2.08,2,2022-11-21,SPA LaLiga,Barcelona,Milan,0,4
3.61,3.19,2.05,X,2014-08-02,ENG PL,Juventus,Real Madrid,2,2
3.66,3.3,3.2,X,2014-05-02,GER Bundesliga,Juventus,PSG,0,0
2.96,4.1,5.56,1,2018-05-03,ENG PL,Chelsea,Inter,4,3
3.2,5.46,2.92,1,2010-04-04,SPA LaLiga,Bayern,Real Madrid,4,3
3.65,5.33,2.43,2,2019-10-09,ITA Serie A,Real Madrid,PSG,1,2
4.06,2.99,6.0,X,2013-03-25,SPA LaLiga,Manchester City,Barcelona,4,4
1.23,4.05,1.99,1,2019-07-03,ENG PL,Barcelona,Bayern,5,3
3.65,4.13,3.02,1,2016-07-04,FRA Ligue 1,Chelsea,Juventus,4,1
1.66,2.87,2.26,1,2022-04-28,GER Bundesliga,Real Madrid,Inter,4,0
1.93,5.1,2.37,1,2010-07-16,SPA LaLiga,PSG,Chelsea,4,3
5.0,5.29,3.14,2,2014-04-03,FRA Ligue 1,Barcelona,Real Madrid,0,5
4.45,2.89,4.34,1,2020-04-25,SPA LaLiga,Milan,Manchester City,5,2
4.18,4.9,2.61,2,2011-12-04,ITA Serie A,Real Madrid,Chelsea,4,5
1.39,3.38,4.51,1,2016-04-14,FRA Ligue 1,Juventus,Chelsea,2,0
1.83,4.76,2.16,2,2023-02-22,SPA LaLiga,Juventus,Milan,2,4
1.22,2.74,3.93,2,2014-01-10,GER Bundesliga,PSG,Liverpool,0,3
1.45,4.8,3.1,2,2023-09-26,GER Bundesliga,Bayern,Barcelona,2,5
4.06,3.78,4.13,2,2015-09-10,FRA Ligue 1,Manchester City,Milan,1,3
2.25,4.56,4.85,X,2022-11-25,ENG PL,Barcelona,Milan,3,3
2.63,3.35,3.45,1,2019-10-23,ENG PL,Chelsea,Barcelona,3,2
3.13,5.44,3.72,2,2019-04-06,GER Bundesliga,Barcelona,Juventus,2,3
1.56,4.34,5.89,X,2017-11-29,ITA Serie A,Real Madrid,Inter,0,0
1.99,3.37,3.26,2,2018-09-13,ITA Serie A,Milan,Inter,0,3
3.86,3.52,1.88,1,2016-03-22,GER Bundesliga,Milan,Barcelona,5,2
2.08,4.59,2.61,2,2010-03-13,GER Bundesliga,Manchester City,Barcelona,1,5
4.15,5.09,5.37,X,2021-08-07,GER Bundesliga,Real Madrid,Bayern,2,2
2.96,4.57,1.97,X,2018-07-10,SPA LaLiga,Real Madrid,Manchester City,2,2
2.62,3.26,1.86,1,2011-09-05,ENG PL,Liverpool,Manchester City,4,1
2.97,2.94,3.6,X,2011-04-22,SPA LaLiga,PSG,Bayern,3,3
4.43,2.93,4.29,2,2012-08-13,ENG PL,Barcelona,Milan,0,2
3.1,3.33,2.34,X,2024-06-06,ENG PL,Milan,Bayern,1,1
4.18,2.56,3.48,1,2020-04-27,GER Bundesliga,Liverpool,Barcelona,3,2
2.74,4.44,5.33,1,2014-12-04,SPA LaLiga,Juventus,Milan,5,2
2.99,5.18,5.94,X,2017-09-17,GER Bundesliga,Manchester City,Chelsea,0,0
4.63,2.75,4.79,1,2018-05-14,FRA Ligue 1,Juventus,Manchester City,1,0
4.67,5.03,4.93,X,2012-08-07,SPA LaLiga,Juventus,Real Madrid,4,4
1.87,3.01,4.9,2,2015-06-23,ENG PL,PSG,Manchester City,1,4
2.58,3.91,5.73,1,2011-07-16,FRA Ligue 1,Chelsea,Juventus,5,0
2.05,4.19,4.66,1,2010-05-12,SPA LaLiga,Juventus,Real Madrid,5,1
2.36,5.0,5.28,X,2018-02-23,ITA Serie A,Chelsea,PSG,5,5
3.48,4.96,4.89,2,2011-12-29,ENG PL,Inter,Milan,4,5
2.1,3.02,2.98,1,2014-03-16,ENG PL,Chelsea,Milan,4,1
3.06,4.94,1.51,X,2021-01-18,SPA LaLiga,Milan,Inter,1,1
2.26,3.88,2.22,X,2018-01-30,SPA LaLiga,PSG,Liverpool,5,5
2.65,3.58,5.58,2,2018-02-02,ENG PL,Bayern,Liverpool,1,3
4.45,3.56,1.57,1,2016-11-09,GER Bundesliga,Barcelona,Manchester City,5,1
3.06,3.27,2.38,1,2019-04-15,GER Bundesliga,Manchester City,Chelsea,1,0
3.7,3.2,2.67,1,2015-03-22,ENG PL,Bayern,PSG,4,0
4.89,2.67,4.79,1,2016-04-21,SPA LaLiga,Milan,Chelsea,5,3
3.86,4.77,1.54,X,2013-08-19,SPA LaLiga,Inter,Bayern,2,2
1.97,4.61,2.12,1,2013-04-30,ENG PL,Juventus,Manchester City,1,0
2.36,5.45,3.7,1,2023-03-11,ENG PL,Manchester City,Barcelona,5,3
1.22,4.03,3.22,1,2021-04-30,GER Bundesliga,Real Madrid,Barcelona,1,0
3.04,4.88,1.87,2,2024-09-10,ENG PL,PSG,Liverpool,0,3
3.62,4.23,3.76,2,2020-08-15,FRA Ligue 1,Inter,Real Madrid,0,3
4.96,2.97,2.22,1,2020-02-14,GER Bundesliga,Inter,Liverpool,4,1
1.76,2.91,3.01,2,2010-01-18,ITA Serie A,Liverpool,Real Madrid,0,5
1.77,2.53,3.65,1,2012-10-13,GER Bundesliga,PSG,Manchester City,5,3
4.76,5.47,5.88,1,2010-11-16,ENG PL,PSG,Bayern,5,1
3.08,2.87,4.08,1,2010-11-28,SPA LaLiga,Real Madrid,Milan,3,1
1.62,5.09,3.77,2,2014-09-25,SPA LaLiga,PSG,Inter,0,1
2.54,2.68,2.12,2,2013-11-23,SPA LaLiga,Real Madrid,Chelsea,3,5
4.69,4.53,4.93,X,2018-06-23,ITA Serie A,Barcelona,Juventus,3,3
4.29,5.47,5.35,1,2015-07-15,GER Bundesliga,Juventus,Liverpool,3,2
3.71,4.07,2.75,2,2023-12-24,FRA Ligue 1,Juventus,Barcelona,1,5
3.36,4.53,3.11,1,2017-06-04,ITA Serie A,Manchester City,Barcelona,4,0
3.99,4.62,4.31,1,2015-03-01,FRA Ligue 1,Chelsea,Liverpool,4,2
1.3,3.94,3.73,2,2019-10-04,GER Bundesliga,Milan,Inter,0,3
3.39,2.51,5.77,2,2020-03-08,ENG PL,Milan,PSG,2,5
3.29,3.61,5.83,2,2017-09-05,GER Bundesliga,Liverpool,PSG,1,5
2.8,4.97,3.68,1,2020-07-21,GER Bundesliga,Inter,Chelsea,3,1
2.16,4.36,4.76,2,2019-08-29,GER Bundesliga,Barcelona,Liverpool,1,5
3.6,3.22,2.33,1,2014-11-29,ITA Serie A,Inter,Chelsea,2,1
1.64,5.29,1.93,2,2016-01-13,GER Bundesliga,Manchester City,Liverpool,0,5
1.71,3.9,3.98,2,2016-04-05,GER Bundesliga,Milan,Liverpool,1,2
1.83,4.77,4.39,2,2015-04-04,ENG PL,Inter,Manchester City,3,4
2.59,4.35,3.11,2,2010-12-17,ENG PL,Bayern,Juventus,4,5
3.66,3.95,2.47,2,2022-01-12,FRA Ligue 1,Inter,Milan,4,5
1.82,4.63,2.93,2,2020-07-30,SPA LaLiga,Barcelona,Chelsea,4,5
3.56,3.38,5.55,2,2021-11-05,FRA Ligue 1,Juventus,Liverpool,1,5
2.34,5.13,2.82,1,2014-09-29,FRA Ligue 1,Manchester City,Chelsea,2,0
2.04,2.69,2.86,2,2024-09-28,FRA Ligue 1,Bayern,Liverpool,0,2
2.03,4.16,4.48,1,2022-05-25,FRA Ligue 1,Juventus,Milan,5,0
3.74,2.53,5.69,1,2011-12-14,SPA LaLiga,PSG,Bayern,5,2
1.33,2.52,5.72,1,2013-07-21,ENG PL,PSG,Inter,4,1
1.43,2.97,3.63,1,2016-06-15,FRA Ligue 1,Barcelona,Inter,5,4
1.97,5.03,3.96,1,2010-04-21,ENG PL,Inter,PSG,3,2
4.24,5.49,2.62,2,2018-10-04,SPA LaLiga,Real Madrid,Manchester City,4,5
2.32,3.08,1.82,2,2018-03-25,ITA Serie A,Real Madrid,Juventus,4,5
1.52,4.6,5.75,2,2014-05-05,SPA LaLiga,Milan,Manchester City,2,4
1.38,3.3,3.03,2,2022-10-09,SPA LaLiga,Barcelona,Chelsea,3,4
1.87,5.05,2.11,1,2017-04-29,ENG PL,PSG,Real Madrid,5,3
2.79,4.34,2.18,1,2022-12-09,GER Bundesliga,Real Madrid,Juventus,5,0
